# 通譯輸入法 測資
#
# 一份檔案，用 `## 標籤 ｜ 主測：… ｜ 來源：…` 分節。計分器共用
# `src/bin/common/testdata.rs` 讀這份，**不再各自寫死檔名清單**——
# 從前十支計分器各有一份清單而且子集互不相同，加一個檔要改十處、
# 漏一處那支就默默少量一組。
#
# ## 格式
#
# 資料列三欄，**用 TAB 分隔**（用空白分欄的行會被靜默跳過）：
#
#   文字期望 <TAB> 按鍵期望 <TAB> 按鍵序列
#
#   第一欄 文字期望：各段用 `|` 分隔，`_` = 分隔符空白自成一段
#   第二欄 按鍵期望：**同樣的切法標在按鍵層級**，`|` 就是切點位置
#   第三欄 按鍵序列：使用者實際按的鍵
#
#   第二欄是計分基準——它不需要任何推導，逐字元比對即可。
#   按鍵序列裡的空白可能是「一聲」也可能是「分隔符」，正是要測的東西：
#     `check| |u vu84`   第一個空白是分隔符（前後都切），第二個是「一」的一聲
#
# ## 四種標記，沒有第五種（見 期望基準審核.md §0）
#
#   照寫 `A|B`   正確：段數與每段文字都要一樣
#   `~` 開頭     寬容-段：只比接起來的文字，切成幾段不管
#   ` || `       寬容-列舉：命中任一個就算對（前後**都要有空白**）
#   重產         測資本身寫錯，用 mkkeys 重產
#
# ## 規矩
#
# - **按鍵序列不准手敲**，一律用 mkkeys 產生並當場驗證。舊的 100 組
#   測資就是手敲注音毀掉的（多音字判讀錯），錯的期望會把計分器帶偏
# - **不從詞庫抽樣**——抽到的必然都是引擎查得到的東西，測不出真實使用
#   的樣子。真實輸入會有詞庫沒收的組合、專有名詞、口語說法
# - **刻意保留失敗案例**：測資反映真實需求，不是反映目前的能力。把做
#   不到的排除在外數字會好看，但下次改動時無從得知有沒有修好
# - 加完新測資先跑 `check_testdata`，**要先是 0** 才算數
#
# ## 節標題的「來源」
#
#   人工          人寫的句子，不能重產
#   使用者實測    實際打字時回報的案例，不能重產
#   生成          工具產的，可以整節重產
#
# 保留集（holdout）另外標記：它的規矩是**寫的時候不看引擎輸出**，
# 產測資時不准拿引擎篩選，否則它就失去「證明泛化」的意義。


## cutpoint ｜ 主測：切點 ｜ 來源：人工
# 切點測資：三語所有排列組合
#
# 15 種組合（中/英/日 的單語重複、兩語、三語排列）× 20 句 = 300 句
# 每種組合 10 句有分隔符空白（標成獨立的 `_` 段）、10 句完全黏著。
#
# 標記規則（依「通用語言輸入法 篩選規則」canvas）：
#
# 注音按鍵依「注音按鍵合法表及對照表.md」（使用者核對過）轉換。
#
#
#
已經|_|完成	u3ru/ | |j06t/6	u3ru/  j06t/6
＝	\|equal|\	\equal\
≠	\|notequal|\	\notequal\
≒ || ≈	\|approx|\	\approx\
√	\|root|\	\root\
√	\|ruuto|\	\ruuto\
∞	\|infinity|\	\infinity\
∞	\|mugen|\	\mugen\
∫	\|integral|\	\integral\
°	\|degree|\	\degree\
## long ｜ 主測：長度 ｜ 來源：生成（tools/gen_long_testdata.py，可重產）
# 長句壓力測資（平均 100 鍵 50 句、200 鍵 10 句）
#
# 為什麼需要這批：`ALIVE_LIMIT = 400` 當初是拿 570 句測資掃出來的，而那批
# 最長只有 35 個按鍵、沒有一句中英交錯三次以上——正是會出事的區域
# （見開發文件 §2.51.3）。這批補的就是那個盲點。
#
# 怎麼造的：**全部由人審過的既有測資片段組合而成**（tools/gen_long_testdata.py，
# 固定亂數種子）。按鍵與期望文字都直接沿用原測資，只是用空白或標點把片段
# 接起來——所以這批不引入任何新的人工判斷。
#
# 片段之間**只用空白與標點連接，不直接黏**：相鄰同語言的兩段黏起來之後
# normalize 會合併成一段，期望欄若仍寫兩段就永遠比不中，那是測資的錯不是
# 引擎的錯。中英黏接的難題既有測資（en_bopomofo 等）已經覆蓋，
# 這批測的是**長度**。
#
# **跨語言的接縫不放逗號**：逗號要全形還是讀點由整句的書寫系統決定
# （`compose::dominant_cjk` 數前面的中日段誰多），而隨機拼接的句子沒有
# 語意主體，那道題沒有正確答案。同語言之間照樣用逗號。
#
# 每一句至少含兩種語言。
#
# 格式：文字期望 <TAB> 按鍵期望 <TAB> 按鍵序列
design|_|improve|。|幫我|_|book|_|會議室|_|我進去看看|_|美味しい|_|頑張って|_|予定|table|，|the|改|_|問題資料	design| |improve|.|1; ji3| |book| |cjo4u4g4| |ji3rup4fm4d04d04| |oishii| |gannbatte| |yotei|table|,|the|e93| |jp4wu6y xul4	design improve.1; ji3 book cjo4u4g4 ji3rup4fm4d04d04 oishii gannbatte yoteitable,thee93 jp4wu6y xul4
上傳|ありがとう|world|。|わかりました|file|開|_|です|_|email|_|commit|_|美味しい|。|data|_|大丈夫|_|測試|_|用|API|串接	g;4tj06|arigatou|world|.|wakarimashita|file|d9 | |desu| |email| |commit| |oishii|.|data| |daijoubu| |hk4g4| |m/4|API|tj04ru, 	g;4tj06arigatouworld.wakarimashitafiled9  desu email commit oishii.data daijoubu hk4g4 m/4APItj04ru, 
token|_|要更新|。|買|_|失礼|_|review|，|学校|已經|world|，|admin|要|_|data|_|好|_|楽しい|_|電話|_|仕事	token| |ul e/ vup |.|a93| |shitsurei| |review|,|gakkou|u3ru/ |world|,|admin|ul4| |data| |cl3| |tanoshii| |dennwa| |shigoto	token ul e/ vup .a93 shitsurei review,gakkouu3ru/ world,adminul4 data cl3 tanoshii dennwa shigoto
已經|ございます|update|。|問題|_|server|_|伺服器|，|應該|，|學生|_|bye|明天|，|output|早|_|電車|_|上傳	u3ru/ |gozaimasu|update|.|jp4wu6| |server| |n4zj6fu4|,|u/ e9 |,|vm,6g/ | |bye|au/6wu0 |,|output|yl3| |dennsha| |g;4tj06	u3ru/ gozaimasuupdate.jp4wu6 server n4zj6fu4,u/ e9 ,vm,6g/  byeau/6wu0 ,outputyl3 dennsha g;4tj06
handler|開|。|world|_|こんにちは|_|queue|_|塞住了|_|hand|早|，|button|買|。|音楽|player|，|meeting|_|寿司	handler|d9 |.|world| |konnnichiha| |queue| |n9 5j4xk7| |hand|yl3|,|button|a93|.|onngaku|player|,|meeting| |sushi	handlerd9 .world konnnichiha queue n9 5j4xk7 handyl3,buttona93.onngakuplayer,meeting sushi
明日|meeting|這個|_|明天|_|meeting|_|寿司|_|anchor|要|_|data|你|。|deploy|頑張って|檔案|。|同人誌|_|買了三本	ashita|meeting|5k4ek7| |au/6wu0 | |meeting| |sushi| |anchor|ul | |data|su3|.|deploy|gannbatte|2;304|.|douzinnsi| |a93xk7n0 1p3	ashitameeting5k4ek7 au/6wu0  meeting sushi anchorul  datasu3.deploygannbatte2;304.douzinnsi a93xk7n0 1p3
会議|_|build|，|ok|走走|_|昨天|。|問題|_|server|，|限定版|_|賣完了|_|file|_|data|。|網站|，|明天|_|記得	kaigi| |build|,|ok|y.3y.3| |yji6wu0 |.|jp4wu6| |server|,|gennteibann| |a94j06xk7| |file| |data|.|j;3504|,|au/6wu0 | |ru42k6	kaigi build,oky.3y.3 yji6wu0 .jp4wu6 server,gennteibann a94j06xk7 file data.j;3504,au/6wu0  ru42k6
javascript|。|定期|_|要|續約|_|好吃|_|file|_|失礼|。|抽到|_|推し|_|今日|test|_|want|你|_|書類|_|交出去了	javascript|.|teiki| |ul |vm4m, | |cl3t | |file| |shitsurei|.|t. 2l4| |osi| |kyou|test| |want|su3| |shorui| |rul tj fm4xk7	javascript.teiki ul vm4m,  cl3t  file shitsurei.t. 2l4 osi kyoutest wantsu3 shorui rul tj fm4xk7
memory|_|不太夠|。|meeting|寿司|一下|，|they|好|_|ありがとうございます|_|あまり乗り気じゃない|_|each|年|_|excel|_|打不開	memory| |1j4w94e.4|.|meeting|sushi|u vu84|,|they|cl3| |arigatougozaimasu| |amarinorikijanai| |each|su06| |excel| |2831j4d9 	memory 1j4w94e.4.meetingsushiu vu84,theycl3 arigatougozaimasu amarinorikijanai eachsu06 excel 2831j4d9 
沒問題|です|_|資料|_|檔案|。|剛剛|_|deploy|_|成功|，|同人|_|shop|，|看|_|配信|。|現在|_|やすみじかん	ao6jp4wu6|desu| |y xul4| |2;304|.|e; e; | |deploy| |seikou|,|douzinn| |shop|,|d0 | |haisinn|.|vu04y94| |yasumijikann	ao6jp4wu6desu y xul4 2;304.e; e;  deploy seikou,douzinn shop,d0  haisinn.vu04y94 yasumijikann
check|記得|寿司|，|晚餐|_|ok|沒問題|。|ございます|update|。|日本|_|旅行|。|資料|folder|_|這個|_|bug|_|很好	check|ru42k6|sushi|,|j03h0 | |ok|ao6jp4wu6|.|gozaimasu|update|.|b41p3| |xm3vu/6|.|siryou|folder| |5k4ek7| |bug| |cp3cl3	checkru42k6sushi,j03h0  okao6jp4wu6.gozaimasuupdate.b41p3 xm3vu/6.siryoufolder 5k4ek7 bug cp3cl3
明天|_|review|_|資料|，|update|_|進度|_|manager|稿|_|問題|頑張って|_|年紀|大了|。|linker|已|_|等|_|reply	au/6wu0 | |review| |siryou|,|update| |rup42j4| |manager|el3| |jp4wu6|gannbatte| |su06ru4|284xk7|.|linker|u3| |2/3| |reply	au/6wu0  review siryou,update rup42j4 managerel3 jp4wu6gannbatte su06ru4284xk7.linkeru3 2/3 reply
開發|_|deployserver|_|面接|_|安排|好了|。|謝謝|_|你好|。|，|寿司|一下|notebook|，|這個|。|解決	d9 z8 | |deployserver| |mennsetu| |0 q96|cl3xk7|.|vu,4vu,4| |su3cl3|.|,|sushi|u vu84|notebook|,|5k4ek7|.|ru,3rm,6	d9 z8  deployserver mennsetu 0 q96cl3xk7.vu,4vu,4 su3cl3.,sushiu vu84notebook,5k4ek7.ru,3rm,6
天天見面|_|六七個人|_|書類|_|交出去了|。|楽しい|問題|。|engine|買|_|這個|good|あります	wu0 wu0 ru04au04| |xu.4fu ek4bp6| |shorui| |rul tj fm4xk7|.|tanoshii|jp4wu6|.|engine|a93| |5k4ek7|good|arimasu	wu0 wu0 ru04au04 xu.4fu ek4bp6 shorui rul tj fm4xk7.tanoshiijp4wu6.enginea93 5k4ek7goodarimasu
記得|_|commit|_|訊息|。|一下|_|notebook|_|です|。|アニメ|這個|_|因為|，|會議|_|cronjob|_|沒跑|_|天天見面	ru42k6| |commit| |vmp4vu6|.|u vu84| |notebook| |desu|.|anime|5k4ek7| |up jo4|,|cjo4u4| |cronjob| |ai4ql3| |wu0 wu0 ru04au04	ru42k6 commit vmp4vu6.u vu84 notebook desu.anime5k4ek7 up jo4,cjo4u4 cronjob ai4ql3 wu0 wu0 ru04au04
買|失礼|，|會議|，|生誕|live|_|コーヒー|。|button|買|，|開|大丈夫|_|that|用|，|仕事|report|工作	a93|shitsurei|,|cjo4u4|,|seitann|live| |ko-hi-|.|button|a93|,|d9 |daijoubu| |that|m/4|,|shigoto|report|ej/ yji4	a93shitsurei,cjo4u4,seitannlive ko-hi-.buttona93,d9 daijoubu thatm/4,shigotoreportej/ yji4
have|你|_|什麼|，|運動|。|午後|_|demo|_|準備|_|push|_|討論|_|写真|_|server|友達|_|updatecheck	have|su3| |gk6ai7|,|mp42j/4|.|gogo| |demo| |5jp31o4| |push| |wl3xjp4| |shashinn| |server|tomodachi| |updatecheck	havesu3 gk6ai7,mp42j/4.gogo demo 5jp31o4 push wl3xjp4 shashinn servertomodachi updatecheck
睡覺|_|請求書|_|寄過去|_|加班|_|電話|config|，|運動|，|確認|_|have|你|_|みんなに奢ってあげる	gjo4rul4| |seikyuusho| |ru4eji4fm4| |ru8 10 | |dennwa|config|,|mp42j/4|,|fm,4bp4| |have|su3| |minnnaniogotteageru	gjo4rul4 seikyuusho ru4eji4fm4 ru8 10  dennwaconfig,mp42j/4,fm,4bp4 havesu3 minnnaniogotteageru
完成今天|_|amazing|。|放心|_|上傳|_|ありがとう|_|https|_|憑證|_|過期|，|原作|_|小說|_|banner|改	j06t/6rup wu0 | |amazing|.|z;4vup | |g;4tj06| |arigatou| |https| |qu/65/4| |eji4fu6|,|m06yji4| |vul3gji | |banner|e93	j06t/6rup wu0  amazing.z;4vup  g;4tj06 arigatou https qu/65/4 eji4fu6,m06yji4 vul3gji  bannere93
楽しい|_|美味しい|_|sprint|_|結束|_|お疲れ|。|each|年|。|再見|_|功能|_|確認|_|電車|_|search|，|工作|merge|写真	tanoshii| |oishii| |sprint| |ru,6gj4| |otukare|.|each|su06|.|y94ru04| |ej/ s/6| |fm,4bp4| |dennsha| |search|,|ej/ yji4|merge|shashinn	tanoshii oishii sprint ru,6gj4 otukare.eachsu06.y94ru04 ej/ s/6 fm,4bp4 dennsha search,ej/ yji4mergeshashinn
format|去|，|worker|用|_|number|稿|_|進去|看看|_|good|沒問題|です|。|先生|page|，|便當|_|還是|。|系統	format|fm4|,|worker|m/4| |number|el3| |rup4fm4|d04d04| |good|ao6jp4wu6|desu|.|sennsei|page|,|1u042; | |c96g4|.|vu4wj/3	formatfm4,workerm/4 numberel3 rup4fm4d04d04 goodao6jp4wu6desu.sennseipage,1u042;  c96g4.vu4wj/3
火車|_|頑張って|_|client|。|mail|_|寄出去了|，|什麼|_|更新|。|draft|_|合約|_|習慣|_|兩三年前	cji3tk | |gannbatte| |client|.|mail| |ru4tj fm4xk7|,|gk6ai7| |e/ vup |.|draft| |ck6m, | |vu6ej04| |xu;3n0 su06fu06	cji3tk  gannbatte client.mail ru4tj fm4xk7,gk6ai7 e/ vup .draft ck6m,  vu6ej04 xu;3n0 su06fu06
你就知道|，|config|時間|。|期末考|_|六七個人|_|push|_|討論|_|写真|_|download|_|確認	su3ru.45 2l4|,|config|g6ru0 |.|fu6ai4dl3| |xu.4fu ek4bp6| |push| |wl3xjp4| |shashinn| |download| |fm,4bp4	su3ru.45 2l4,configg6ru0 .fu6ai4dl3 xu.4fu ek4bp6 push wl3xjp4 shashinn download fm,4bp4
友達|_|電話|。|加班|，|討論|_|build|_|keeper|要|，|麵包|_|時間|merge|_|push|_|上去|。|あまり乗り気じゃない	tomodachi| |dennwa|.|ru8 10 |,|wl3xjp4| |build| |keeper|ul |,|au041l | |jikann|merge| |push| |g;4fm4|.|amarinorikijanai	tomodachi dennwa.ru8 10 ,wl3xjp4 build keeperul ,au041l  jikannmerge push g;4fm4.amarinorikijanai
電話|call|_|午後|_|demo|_|準備|_|確認|_|budget|_|見積|_|出來了|_|ファイル|。|返事|mail|_|工作|merge|写真	dennwa|call| |gogo| |demo| |5jp31o4| |fm,4bp4| |budget| |mitumo| |tj x94xk7| |fairu|.|hennzi|mail| |ej/ yji4|merge|shashinn	dennwacall gogo demo 5jp31o4 fm,4bp4 budget mitumo tj x94xk7 fairu.hennzimail ej/ yji4mergeshashinn
六七個人|，|好|_|測試|。|已經|ございます|update|_|merge|天|，|那個|_|release|_|延期|_|時間|_|時間|_|merge	xu.4fu ek4bp6|,|cl3| |hk4g4|.|u3ru/ |gozaimasu|update| |merge|wu0 |,|s84ek7| |release| |u06fu6| |g6ru0 | |jikann| |merge	xu.4fu ek4bp6,cl3 hk4g4.u3ru/ gozaimasuupdate mergewu0 ,s84ek7 release u06fu6 g6ru0  jikann merge
when|目|，|render|好|_|report|工作|会議|，|good|_|沒問題|_|hello|。|網路|。|amazing|_|記得|_|commit|_|訊息	when|aj4|,|render|cl3| |report|ej/ yji4|kaigi|,|good| |ao6jp4wu6| |hello|.|j;3xj4|.|amazing| |ru42k6| |commit| |vmp4vu6	whenaj4,rendercl3 reportej/ yji4kaigi,good ao6jp4wu6 hello.j;3xj4.amazing ru42k6 commit vmp4vu6
特典|_|很讚|。|附上|_|invoice|，|header|改|_|お願い|開|。|go|出去|，|draft|_|合約|_|ok|走走|，|admin|要	tokutenn| |cp3y04|.|zj4g;4| |invoice|,|header|e93| |onegai|d9 |.|go|tj fm4|,|draft| |ck6m, | |ok|y.3y.3|,|admin|ul4	tokutenn cp3y04.zj4g;4 invoice,headere93 onegaid9 .gotj fm4,draft ck6m,  oky.3y.3,adminul4
あまり乗り気じゃない|。|練習|log|_|and|早|。|完成|こんにちは|_|需要可以|。|你想太多|，|你好|@	amarinorikijanai|.|rennshuu|log| |and|yl3|.|j06t/6|konnnichiha| |vm ul4dk3u3|.|su3vu;3w942ji |,|su3cl3|@	amarinorikijanai.rennshuulog andyl3.j06t/6konnnichiha vm ul4dk3u3.su3vu;3w942ji ,su3cl3@
他很強|，|友達|list|_|ありがとうございました|_|玩|_|乙女ゲーム|_|再六天|。|アニメ|這個|，|test|_|わかりました|_|買	w8 cp3fu;6|,|tomodati|list| |arigatougozaimasita| |j04| |otomege-mu| |y94xu.4wu0 |.|anime|5k4ek7|,|test| |wakarimashita| |a93	w8 cp3fu;6,tomodatilist arigatougozaimasita j04 otomege-mu y94xu.4wu0 .anime5k4ek7,test wakarimashita a93
緊張|，|want|你|，|今天|_|明日|_|review|楽しい|。|engine|買|，|我看見那隻鳥|_|order|稿|。|朋友	rup35; |,|want|su3|,|rup wu0 | |ashita| |review|tanoshii|.|engine|a93|,|ji3d04ru04s8 5 sul3| |order|el3|.|q/6u.3	rup35; ,wantsu3,rup wu0  ashita reviewtanoshii.enginea93,ji3d04ru04s8 5 sul3 orderel3.q/6u.3
respond|天|，|我明天就過去|。|開好|，|我看見那隻鳥|。|performance|。|play|你|，|現在|_|可以|_|merge	respond|wu0 |,|ji3au/6wu0 ru.4eji4fm4|.|d9 cl3|,|ji3d04ru04s8 5 sul3|.|performance|.|play|su3|,|vu04y94| |dk3u3| |merge	respondwu0 ,ji3au/6wu0 ru.4eji4fm4.d9 cl3,ji3d04ru04s8 5 sul3.performance.playsu3,vu04y94 dk3u3 merge
こんにちは|_|明天|_|configreport|。|search|ありがとう|_|上傳|_|_|已經|_|logger|上|_|漫画|_|很好看	konnnichiha| |au/6wu0 | |configreport|.|search|arigatou| |g;4tj06| | |u3ru/ | |logger|g;4| |mannga| |cp3cl3d0 	konnnichiha au/6wu0  configreport.searcharigatou g;4tj06  u3ru/  loggerg;4 mannga cp3cl3d0 
route|你|，|記得這個|_|フォーク|。|去|_|秋葉原|_|質問|box|_|review|_|測試|。|六點要下班|_|兩三年前	route|su3|,|ru42k65k4ek7| |fo-ku|.|fm4| |akihabara| |situmonn|box| |review| |hk4g4|.|xu.42u03ul4vu8410 | |xu;3n0 su06fu06	routesu3,ru42k65k4ek7 fo-ku.fm4 akihabara situmonnbox review hk4g4.xu.42u03ul4vu8410  xu;3n0 su06fu06
年紀|大了|，|買|data|_|六點要下班|，|server|買|，|你好|。|_|come|你|。|アドバイスを聞いていれば|。|那個|_|release|_|延期	su06ru4|284xk7|,|a93|data| |xu.42u03ul4vu8410 |,|server|a93|,|su3cl3|.| |come|su3|.|adobaisuwokiiteireba|.|s84ek7| |release| |u06fu6	su06ru4284xk7,a93data xu.42u03ul4vu8410 ,servera93,su3cl3. comesu3.adobaisuwokiiteireba.s84ek7 release u06fu6
照片|_|then|去|_|一下|_|notebook|_|です|。|応援|_|上映|。|cronjob|_|沒跑|_|number|目|，|見面好吃	5l4qu04| |then|fm4| |u vu84| |notebook| |desu|.|ouenn| |g;4u/4|.|cronjob| |ai4ql3| |number|aj4|,|ru04au04cl3t 	5l4qu04 thenfm4 u vu84 notebook desu.ouenn g;4u/4.cronjob ai4ql3 numberaj4,ru04au04cl3t 
我進去看看|_|アニメ|這個|，|単位を落とされてしまう|。|take|你|。|握手会|_|要抽選|_|hello|.|_|明天|_|記得	ji3rup4fm4d04d04| |anime|5k4ek7|,|tanniwootosareteshimau|.|take|su3|.|akushukai| |ul t. vm03| |hello|.| |au/6wu0 | |ru42k6	ji3rup4fm4d04d04 anime5k4ek7,tanniwootosareteshimau.takesu3.akushukai ul t. vm03 hello. au/6wu0  ru42k6
hello|.|.|.|_|剩下|_|test|_|還沒跑|。|兩個|ramen|，|電車|search|，|這個|_|bug|_|很好|_|sensor|稿|_|見面|_|email	hello|.|.|.| |g/4vu84| |test| |c96ai4ql3|.|xu;3ek4|ramen|,|dennsha|search|,|5k4ek7| |bug| |cp3cl3| |sensor|el3| |ru04au04| |email	hello... g/4vu84 test c96ai4ql3.xu;3ek4ramen,dennshasearch,5k4ek7 bug cp3cl3 sensorel3 ru04au04 email
check|_|meeting|。|header|好|。|server|_|再起動|_|一下|。|明天|_|meeting|_|寿司|。|print|_|兩份|_|地図|view	check| |meeting|.|header|cl3|.|server| |saikidou| |u vu84|.|au/6wu0 | |meeting| |sushi|.|print| |xu;3zp4| |tizu|view	check meeting.headercl3.server saikidou u vu84.au/6wu0  meeting sushi.print xu;3zp4 tizuview
密碼|，|number|用|_|コーヒー|。|明日|記得|。|報告書|_|寫完了|，|郵便|_|寄到了|，|改成|_|draft	au4a83|,|number|m/4| |ko-hi-|.|ashita|ru42k6|.|houkokusho| |vu,3j06xk7|,|yuubinn| |ru42l4xk7|,|e93t/6| |draft	au4a83,numberm/4 ko-hi-.ashitaru42k6.houkokusho vu,3j06xk7,yuubinn ru42l4xk7,e93t/6 draft
banner|改|_|pipeline|_|過了|_|parser|去|_|会議|_|改到|_|friday|，|記得|_|backup|。|電話|_|仕事|。|已經|ございます|update	banner|e93| |pipeline| |eji4xk7| |parser|fm4| |kaigi| |e932l4| |friday|,|ru42k6| |backup|.|dennwa| |shigoto|.|u3ru/ |gozaimasu|update	bannere93 pipeline eji4xk7 parserfm4 kaigi e932l4 friday,ru42k6 backup.dennwa shigoto.u3ru/ gozaimasuupdate
問題|server|友達|，|生誕|live|。|search|天|_|name|開|。|可以|_|休み|_|module|要|。|餐廳|_|food	jp4wu6|server|tomodachi|,|seitann|live|.|search|wu0 | |name|d9 |.|dk3u3| |yasumi| |module|ul |.|h0 wu/ | |food	jp4wu6servertomodachi,seitannlive.searchwu0  named9 .dk3u3 yasumi moduleul .h0 wu/  food
吃飯|，|学校|_|hello|_|映画|trailer|_|commit|問題|頑張って|_|world|_|今天|_|明日|_|commit|_|問題	t z04|,|gakkou| |hello| |eiga|trailer| |commit|jp4wu6|gannbatte| |world| |rup wu0 | |ashita| |commit| |jp4wu6	t z04,gakkou hello eigatrailer commitjp4wu6gannbatte world rup wu0  ashita commit jp4wu6
辛苦|_|computer|_|學生|_|專案|_|伺服器|，|那台|_|server|_|重開|_|明天見|桜|_|merge|_|写真|_|修改	vup dj3| |computer| |vm,6g/ | |5j0 04| |n4zj6fu4|,|s84w96| |server| |5j/4d9 | |au/6wu0 ru04|sakura| |merge| |shashinn| |vu. e93	vup dj3 computer vm,6g/  5j0 04 n4zj6fu4,s84w96 server 5j/4d9  au/6wu0 ru04sakura merge shashinn vu. e93
主題歌|_|超好聽|_|明天|_|記得|。|can|改|，|幫忙|_|debug|_|一下|_|bug|_|一下|_|あります|_|build|電車	shudaika| |tl cl3wu/ | |au/6wu0 | |ru42k6|.|can|e93|,|1; a;6| |debug| |u vu84| |bug| |u vu84| |arimasu| |build|dennsha	shudaika tl cl3wu/  au/6wu0  ru42k6.cane93,1; a;6 debug u vu84 bug u vu84 arimasu builddennsha
review|楽しい|。|修改上傳|_|何度も直されても|。|わかりました|_|file|_|target|要|。|やすみじかん	review|tanoshii|.|vu. e93g;4tj06| |nanndomonaosaretemo|.|wakarimashita| |file| |target|ul4|.|yasumijikann	reviewtanoshii.vu. e93g;4tj06 nanndomonaosaretemo.wakarimashita file targetul4.yasumijikann
commit|問題|頑張って|。|for|開|，|cronjob|_|沒跑|。|cronjob|_|沒跑|。|他很強|。|player|買|，|電話|call	commit|jp4wu6|gannbatte|.|for|d9 |,|cronjob| |ai4ql3|.|cronjob| |ai4ql3|.|w8 cp3fu;6|.|player|a93|,|dennwa|call	commitjp4wu6gannbatte.ford9 ,cronjob ai4ql3.cronjob ai4ql3.w8 cp3fu;6.playera93,dennwacall
美味しい|資料|client|_|play|你|。|cache|_|清一下|，|你好|@|_|手機|_|這個|_|backup|去|_|router|要|。|資料|_|client|_|電話	oishii|y xul4|client| |play|su3|.|cache| |fu/ u vu84|,|su3cl3|@| |g.3ru | |5k4ek7| |backup|fm4| |router|ul |.|y xul4| |client| |dennwa	oishiiy xul4client playsu3.cache fu/ u vu84,su3cl3@ g.3ru  5k4ek7 backupfm4 routerul .y xul4 client dennwa
backup|買|。|可以|_|休み|_|merge|_|写真|_|修改|_|需求|。|那件事|_|時間|push|。|あります|_|test|_|好吃	backup|a93|.|dk3u3| |yasumi| |merge| |shashinn| |vu. e93| |vm fu.6|.|s8 ru04g4| |g6ru0 |push|.|arimasu| |test| |cl3t 	backupa93.dk3u3 yasumi merge shashinn vu. e93 vm fu.6.s8 ru04g4 g6ru0 push.arimasu test cl3t 
特典|_|很讚|，|安排|_|interview|。|今天|_|明日|_|check|_|記得|。|hello|,|_|記得|寿司|_|buggood|。|書類|_|交出去了	tokutenn| |cp3y04|,|0 q96| |interview|.|rup wu0 | |ashita| |check| |ru42k6|.|hello|,| |ru42k6|sushi| |buggood|.|shorui| |rul tj fm4xk7	tokutenn cp3y04,0 q96 interview.rup wu0  ashita check ru42k6.hello, ru42k6sushi buggood.shorui rul tj fm4xk7
學生|，|handler|目|，|剩下|_|test|_|還沒跑|_|時間|limit|，|友達|list|，|報告|_|同人誌|_|買了三本|_|小明想要兩個|，|排|_|整理券|。|好吃|_|お願い|_|介面|，|sensor|稿|，|status|要|_|upload|_|報告	vm,6g/ |,|handler|aj4|,|g/4vu84| |test| |c96ai4ql3| |zikann|limit|,|tomodati|list|,|1l4el4| |douzinnsi| |a93xk7n0 1p3| |vul3au/6vu;3ul4xu;3ek4|,|q96| |seirikenn|.|cl3t | |onegai| |ru,4au04|,|sensor|el3|,|status|ul4| |upload| |1l4el4	vm,6g/ ,handleraj4,g/4vu84 test c96ai4ql3 zikannlimit,tomodatilist,1l4el4 douzinnsi a93xk7n0 1p3 vul3au/6vu;3ul4xu;3ek4,q96 seirikenn.cl3t  onegai ru,4au04,sensorel3,statusul4 upload 1l4el4
這個|。|這個|_|bug|_|很好|_|我進辦公室|_|save|_|檔案|。|notebook|_|test|_|我喜歡|寿司|，|file|_|失礼|。|旅行|plan|，|午餐|_|環境|_|等|_|新刊|，|推薦|_|這個|_|遊戲|_|天氣|。|test|_|わかりました|_|買	5k4ek7|.|5k4ek7| |bug| |cp3cl3| |ji3rup4104ej/ g4| |save| |2;304|.|notebook| |test| |ji3vu3cj0 |sushi|,|file| |shitsurei|.|ryokou|plan|,|j3h0 | |cj06ru/4| |2/3| |sinnkann|,|wjo ru04| |5k4ek7| |u.6vu4| |wu0 fu4|.|test| |wakarimashita| |a93	5k4ek7.5k4ek7 bug cp3cl3 ji3rup4104ej/ g4 save 2;304.notebook test ji3vu3cj0 sushi,file shitsurei.ryokouplan,j3h0  cj06ru/4 2/3 sinnkann,wjo ru04 5k4ek7 u.6vu4 wu0 fu4.test wakarimashita a93
契約|file|_|record|認|_|value|稿|。|ありがとうございました|。|notebook|_|です|。|buffer|天|_|data|_|大丈夫|_|測試|_|runner|改|_|あります|test|_|一起|_|東京|_|好玩|_|print|_|兩份|。|剛剛|_|deploy|_|成功|。|這個|_|query|_|很慢	keiyaku|file| |record|bp4| |value|el3|.|arigatougozaimasita|.|notebook| |desu|.|buffer|wu0 | |data| |daijoubu| |hk4g4| |runner|e93| |arimasu|test| |u fu3| |2j/ ru/ | |cl3j06| |print| |xu;3zp4|.|e; e; | |deploy| |seikou|.|5k4ek7| |query| |cp3a04	keiyakufile recordbp4 valueel3.arigatougozaimasita.notebook desu.bufferwu0  data daijoubu hk4g4 runnere93 arimasutest u fu3 2j/ ru/  cl3j06 print xu;3zp4.e; e;  deploy seikou.5k4ek7 query cp3a04
